LinearShuntCompensator cap2 n611 C _B2D1F8E7-90DF-4773-8703-549946B9DEC9 _4133D734-968F-462B-9433-F3F3C2C20130
LinearShuntCompensator cap1 n675 A _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 B _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
LinearShuntCompensator cap1 n675 C _DAA4F642-744B-49D3-A689-E40BA4676FEA _6E23D362-5A29-45FB-BD24-26992A5A2124
PowerTransformer RatioTapChanger Reg 2 rg60 A _6D2E888E-3BEA-4AEA-B3AC-A91D4CAC55A6 _CDC5C099-5058-42AD-981F-57DD5F5D2655
PowerElectronicsConnection BatteryUnit DER_684_a_3 DER_684_a_3 tlx_684_a_h_3 s2 _FD919F91-6F1F-436A-BC81-009679E0CF0A _6811AA00-D0C1-44B4-9F63-454BE8614782
PowerElectronicsConnection BatteryUnit DER_684_a_30 DER_684_a_30 tlx_684_a_h_30 SoC _00A38331-501A-4CA4-B439-4A55A285E121 _89CCF52E-F741-4CFC-A200-3FD39FAEC74F
PowerElectronicsConnection BatteryUnit DER_684_a_30 DER_684_a_30 tlx_684_a_h_30 s1 _00A38331-501A-4CA4-B439-4A55A285E121 _89CCF52E-F741-4CFC-A200-3FD39FAEC74F
PowerElectronicsConnection BatteryUnit DER_684_a_30 DER_684_a_30 tlx_684_a_h_30 s2 _00A38331-501A-4CA4-B439-4A55A285E121 _89CCF52E-F741-4CFC-A200-3FD39FAEC74F
PowerElectronicsConnection BatteryUnit DER_684_a_31 DER_684_a_31 tlx_684_a_h_31 SoC _33859B6F-7B80-4355-994A-ED62D89452F3 _D50079CB-949C-47DF-B99A-E6EE6608D35E
PowerElectronicsConnection BatteryUnit DER_684_a_31 DER_684_a_31 tlx_684_a_h_31 s1 _33859B6F-7B80-4355-994A-ED62D89452F3 _D50079CB-949C-47DF-B99A-E6EE6608D35E
PowerElectronicsConnection BatteryUnit DER_684_a_31 DER_684_a_31 tlx_684_a_h_31 s2 _33859B6F-7B80-4355-994A-ED62D89452F3 _D50079CB-949C-47DF-B99A-E6EE6608D35E
PowerElectronicsConnection BatteryUnit DER_684_a_32 DER_684_a_32 tlx_684_a_h_32 SoC _9CB96802-A81B-4E29-88CF-2AC7B612FB9D _F9B02C77-59C1-4BF7-81F0-64725F4CE875
PowerElectronicsConnection BatteryUnit DER_684_a_32 DER_684_a_32 tlx_684_a_h_32 s1 _9CB96802-A81B-4E29-88CF-2AC7B612FB9D _F9B02C77-59C1-4BF7-81F0-64725F4CE875
PowerElectronicsConnection BatteryUnit DER_684_a_32 DER_684_a_32 tlx_684_a_h_32 s2 _9CB96802-A81B-4E29-88CF-2AC7B612FB9D _F9B02C77-59C1-4BF7-81F0-64725F4CE875
PowerElectronicsConnection BatteryUnit DER_684_a_33 DER_684_a_33 tlx_684_a_h_33 SoC _7A2A4A3F-A845-4D81-8F4E-9CAEB096A411 _6C536816-85DA-4AA9-B111-0111F9F0EE03
PowerElectronicsConnection BatteryUnit DER_684_a_33 DER_684_a_33 tlx_684_a_h_33 s1 _7A2A4A3F-A845-4D81-8F4E-9CAEB096A411 _6C536816-85DA-4AA9-B111-0111F9F0EE03
PowerElectronicsConnection BatteryUnit DER_684_a_33 DER_684_a_33 tlx_684_a_h_33 s2 _7A2A4A3F-A845-4D81-8F4E-9CAEB096A411 _6C536816-85DA-4AA9-B111-0111F9F0EE03
PowerElectronicsConnection BatteryUnit DER_684_a_34 DER_684_a_34 tlx_684_a_h_34 SoC _29F46772-C92E-4898-81D3-07B957891E64 _453C91EE-DCA8-45D4-B149-074D31414F31
PowerElectronicsConnection BatteryUnit DER_684_a_34 DER_684_a_34 tlx_684_a_h_34 s1 _29F46772-C92E-4898-81D3-07B957891E64 _453C91EE-DCA8-45D4-B149-074D31414F31
PowerElectronicsConnection BatteryUnit DER_684_a_34 DER_684_a_34 tlx_684_a_h_34 s2 _29F46772-C92E-4898-81D3-07B957891E64 _453C91EE-DCA8-45D4-B149-074D31414F31
PowerElectronicsConnection BatteryUnit DER_684_a_35 DER_684_a_35 tlx_684_a_h_35 SoC _ED4F315D-C2FF-4E9F-ACB1-978DA96F93C5 _E680D8D6-0D47-416B-A295-022F3E751D05
PowerElectronicsConnection BatteryUnit DER_684_a_35 DER_684_a_35 tlx_684_a_h_35 s1 _ED4F315D-C2FF-4E9F-ACB1-978DA96F93C5 _E680D8D6-0D47-416B-A295-022F3E751D05
PowerElectronicsConnection BatteryUnit DER_684_a_35 DER_684_a_35 tlx_684_a_h_35 s2 _ED4F315D-C2FF-4E9F-ACB1-978DA96F93C5 _E680D8D6-0D47-416B-A295-022F3E751D05
PowerElectronicsConnection BatteryUnit DER_684_a_36 DER_684_a_36 tlx_684_a_h_36 SoC _D67BFB21-3AAE-4180-B5BD-858E566498B2 _1A0F1FCD-E810-4D33-A078-2961FE387BCB
PowerElectronicsConnection BatteryUnit DER_684_a_36 DER_684_a_36 tlx_684_a_h_36 s1 _D67BFB21-3AAE-4180-B5BD-858E566498B2 _1A0F1FCD-E810-4D33-A078-2961FE387BCB
PowerElectronicsConnection BatteryUnit DER_684_a_36 DER_684_a_36 tlx_684_a_h_36 s2 _D67BFB21-3AAE-4180-B5BD-858E566498B2 _1A0F1FCD-E810-4D33-A078-2961FE387BCB
PowerElectronicsConnection BatteryUnit DER_684_a_37 DER_684_a_37 tlx_684_a_h_37 SoC _69B619F8-2369-4272-A9C3-1BEE25E05778 _EA1AE1A8-F4A2-4AEE-9975-B06C95744CCD
PowerElectronicsConnection BatteryUnit DER_684_a_37 DER_684_a_37 tlx_684_a_h_37 s1 _69B619F8-2369-4272-A9C3-1BEE25E05778 _EA1AE1A8-F4A2-4AEE-9975-B06C95744CCD
PowerElectronicsConnection BatteryUnit DER_684_a_37 DER_684_a_37 tlx_684_a_h_37 s2 _69B619F8-2369-4272-A9C3-1BEE25E05778 _EA1AE1A8-F4A2-4AEE-9975-B06C95744CCD
PowerElectronicsConnection BatteryUnit DER_684_a_38 DER_684_a_38 tlx_684_a_h_38 SoC _C4377268-EF77-4231-8389-033E4DE7894F _1B336603-DA8E-4F26-9282-4F3C74C5A0FA
PowerElectronicsConnection BatteryUnit DER_684_a_38 DER_684_a_38 tlx_684_a_h_38 s1 _C4377268-EF77-4231-8389-033E4DE7894F _1B336603-DA8E-4F26-9282-4F3C74C5A0FA
PowerElectronicsConnection BatteryUnit DER_684_a_38 DER_684_a_38 tlx_684_a_h_38 s2 _C4377268-EF77-4231-8389-033E4DE7894F _1B336603-DA8E-4F26-9282-4F3C74C5A0FA
PowerElectronicsConnection BatteryUnit DER_684_a_39 DER_684_a_39 tlx_684_a_h_39 SoC _0FD0056B-3484-46BF-85AC-CB5C57A56788 _29BC99FD-5817-4769-8F5D-6BB3D74E0CF4
PowerElectronicsConnection BatteryUnit DER_684_a_39 DER_684_a_39 tlx_684_a_h_39 s1 _0FD0056B-3484-46BF-85AC-CB5C57A56788 _29BC99FD-5817-4769-8F5D-6BB3D74E0CF4
PowerElectronicsConnection BatteryUnit DER_684_a_39 DER_684_a_39 tlx_684_a_h_39 s2 _0FD0056B-3484-46BF-85AC-CB5C57A56788 _29BC99FD-5817-4769-8F5D-6BB3D74E0CF4
PowerElectronicsConnection BatteryUnit DER_684_a_4 DER_684_a_4 tlx_684_a_h_4 SoC _0E79FC7A-FCA5-41A8-9A83-D71DA8E96C04 _5C484D5A-5C9E-49F6-B249-FD25EFB0480C
PowerElectronicsConnection BatteryUnit DER_684_a_4 DER_684_a_4 tlx_684_a_h_4 s1 _0E79FC7A-FCA5-41A8-9A83-D71DA8E96C04 _5C484D5A-5C9E-49F6-B249-FD25EFB0480C
PowerElectronicsConnection BatteryUnit DER_684_a_4 DER_684_a_4 tlx_684_a_h_4 s2 _0E79FC7A-FCA5-41A8-9A83-D71DA8E96C04 _5C484D5A-5C9E-49F6-B249-FD25EFB0480C
PowerElectronicsConnection BatteryUnit DER_684_a_40 DER_684_a_40 tlx_684_a_h_40 SoC _7A1E51BC-9564-4E95-B0D2-82C0637FD955 _5AEE48AE-AB56-465C-BD99-9D408BFDE987
PowerElectronicsConnection BatteryUnit DER_684_a_40 DER_684_a_40 tlx_684_a_h_40 s1 _7A1E51BC-9564-4E95-B0D2-82C0637FD955 _5AEE48AE-AB56-465C-BD99-9D408BFDE987
PowerElectronicsConnection BatteryUnit DER_684_a_40 DER_684_a_40 tlx_684_a_h_40 s2 _7A1E51BC-9564-4E95-B0D2-82C0637FD955 _5AEE48AE-AB56-465C-BD99-9D408BFDE987
PowerElectronicsConnection BatteryUnit DER_684_a_5 DER_684_a_5 tlx_684_a_h_5 SoC _52188CEF-FDB4-4C17-BD20-3B7402A9F8B7 _39DE439D-3466-4CE9-9326-C915858453C3
PowerElectronicsConnection BatteryUnit DER_684_a_5 DER_684_a_5 tlx_684_a_h_5 s1 _52188CEF-FDB4-4C17-BD20-3B7402A9F8B7 _39DE439D-3466-4CE9-9326-C915858453C3
PowerElectronicsConnection BatteryUnit DER_684_a_5 DER_684_a_5 tlx_684_a_h_5 s2 _52188CEF-FDB4-4C17-BD20-3B7402A9F8B7 _39DE439D-3466-4CE9-9326-C915858453C3
PowerElectronicsConnection BatteryUnit DER_684_a_6 DER_684_a_6 tlx_684_a_h_6 SoC _FBDCA318-E86A-45A0-B889-F98FE8628845 _7042B905-CEC3-483B-A72F-627D199F41DF
PowerElectronicsConnection BatteryUnit DER_684_a_6 DER_684_a_6 tlx_684_a_h_6 s1 _FBDCA318-E86A-45A0-B889-F98FE8628845 _7042B905-CEC3-483B-A72F-627D199F41DF
PowerElectronicsConnection BatteryUnit DER_684_a_6 DER_684_a_6 tlx_684_a_h_6 s2 _FBDCA318-E86A-45A0-B889-F98FE8628845 _7042B905-CEC3-483B-A72F-627D199F41DF
PowerElectronicsConnection BatteryUnit DER_684_a_7 DER_684_a_7 tlx_684_a_h_7 SoC _2EFB89E3-4051-41A9-909A-3EF55D6BC6F8 _C39041D7-47FC-4038-8B6D-47708BF16967
PowerElectronicsConnection BatteryUnit DER_684_a_7 DER_684_a_7 tlx_684_a_h_7 s1 _2EFB89E3-4051-41A9-909A-3EF55D6BC6F8 _C39041D7-47FC-4038-8B6D-47708BF16967
PowerElectronicsConnection BatteryUnit DER_684_a_7 DER_684_a_7 tlx_684_a_h_7 s2 _2EFB89E3-4051-41A9-909A-3EF55D6BC6F8 _C39041D7-47FC-4038-8B6D-47708BF16967
PowerElectronicsConnection BatteryUnit DER_684_a_8 DER_684_a_8 tlx_684_a_h_8 SoC _CA9EB3B3-AF6E-4456-A656-CDE1BB6D13F1 _2B318F01-FAF9-46F4-86A0-0EEEA64B708F
PowerElectronicsConnection BatteryUnit DER_684_a_8 DER_684_a_8 tlx_684_a_h_8 s1 _CA9EB3B3-AF6E-4456-A656-CDE1BB6D13F1 _2B318F01-FAF9-46F4-86A0-0EEEA64B708F
PowerElectronicsConnection BatteryUnit DER_684_a_8 DER_684_a_8 tlx_684_a_h_8 s2 _CA9EB3B3-AF6E-4456-A656-CDE1BB6D13F1 _2B318F01-FAF9-46F4-86A0-0EEEA64B708F
PowerElectronicsConnection BatteryUnit DER_684_a_9 DER_684_a_9 tlx_684_a_h_9 SoC _7E22C5DB-EDDA-4215-9A6A-6E7BC36B7362 _EEE05699-3913-4058-8280-4240F2F5C3F3
PowerElectronicsConnection BatteryUnit DER_684_a_9 DER_684_a_9 tlx_684_a_h_9 s1 _7E22C5DB-EDDA-4215-9A6A-6E7BC36B7362 _EEE05699-3913-4058-8280-4240F2F5C3F3
PowerElectronicsConnection BatteryUnit DER_684_a_9 DER_684_a_9 tlx_684_a_h_9 s2 _7E22C5DB-EDDA-4215-9A6A-6E7BC36B7362 _EEE05699-3913-4058-8280-4240F2F5C3F3
PowerElectronicsConnection BatteryUnit DER_684_c_1 DER_684_c_1 tlx_684_c_h_1 SoC _244DFB45-FA10-46E6-9245-30D00C48C5C2 _85B17A0B-82B2-4837-BAC6-F56B342FA7B6
PowerElectronicsConnection BatteryUnit DER_684_c_1 DER_684_c_1 tlx_684_c_h_1 s1 _244DFB45-FA10-46E6-9245-30D00C48C5C2 _85B17A0B-82B2-4837-BAC6-F56B342FA7B6
PowerElectronicsConnection BatteryUnit DER_684_c_1 DER_684_c_1 tlx_684_c_h_1 s2 _244DFB45-FA10-46E6-9245-30D00C48C5C2 _85B17A0B-82B2-4837-BAC6-F56B342FA7B6
PowerElectronicsConnection BatteryUnit DER_684_c_10 DER_684_c_10 tlx_684_c_h_10 SoC _19D974C3-5EC1-4B05-9B82-DFD5A6104005 _588DE1E6-D590-41DD-B9BE-C713281043C5
PowerElectronicsConnection BatteryUnit DER_684_c_10 DER_684_c_10 tlx_684_c_h_10 s1 _19D974C3-5EC1-4B05-9B82-DFD5A6104005 _588DE1E6-D590-41DD-B9BE-C713281043C5
PowerElectronicsConnection BatteryUnit DER_684_c_10 DER_684_c_10 tlx_684_c_h_10 s2 _19D974C3-5EC1-4B05-9B82-DFD5A6104005 _588DE1E6-D590-41DD-B9BE-C713281043C5
PowerElectronicsConnection BatteryUnit DER_684_c_11 DER_684_c_11 tlx_684_c_h_11 SoC _C5B8E281-F41A-42A8-89C2-379BA96722CD _0FAE989A-F651-459D-8C4D-0BC5E69AD01E
PowerElectronicsConnection BatteryUnit DER_684_c_11 DER_684_c_11 tlx_684_c_h_11 s1 _C5B8E281-F41A-42A8-89C2-379BA96722CD _0FAE989A-F651-459D-8C4D-0BC5E69AD01E
PowerElectronicsConnection BatteryUnit DER_684_c_11 DER_684_c_11 tlx_684_c_h_11 s2 _C5B8E281-F41A-42A8-89C2-379BA96722CD _0FAE989A-F651-459D-8C4D-0BC5E69AD01E
PowerElectronicsConnection BatteryUnit DER_684_c_12 DER_684_c_12 tlx_684_c_h_12 SoC _E4AFE637-A57C-4C0F-ABC3-DFA2A365E603 _9F1E84A1-FD36-46A7-A21F-FCAD967C6280
PowerElectronicsConnection BatteryUnit DER_684_c_12 DER_684_c_12 tlx_684_c_h_12 s1 _E4AFE637-A57C-4C0F-ABC3-DFA2A365E603 _9F1E84A1-FD36-46A7-A21F-FCAD967C6280
PowerElectronicsConnection BatteryUnit DER_684_c_12 DER_684_c_12 tlx_684_c_h_12 s2 _E4AFE637-A57C-4C0F-ABC3-DFA2A365E603 _9F1E84A1-FD36-46A7-A21F-FCAD967C6280
PowerElectronicsConnection BatteryUnit DER_684_c_13 DER_684_c_13 tlx_684_c_h_13 SoC _E07DCEDE-B362-4ADF-BDD6-25140DFEC749 _81A0D2F4-FB6B-48BF-87D8-43DDEA87B43D
PowerElectronicsConnection BatteryUnit DER_684_c_13 DER_684_c_13 tlx_684_c_h_13 s1 _E07DCEDE-B362-4ADF-BDD6-25140DFEC749 _81A0D2F4-FB6B-48BF-87D8-43DDEA87B43D
PowerElectronicsConnection BatteryUnit DER_684_c_13 DER_684_c_13 tlx_684_c_h_13 s2 _E07DCEDE-B362-4ADF-BDD6-25140DFEC749 _81A0D2F4-FB6B-48BF-87D8-43DDEA87B43D
PowerElectronicsConnection BatteryUnit DER_684_c_14 DER_684_c_14 tlx_684_c_h_14 SoC _A8D63CD8-A372-4CF2-BD62-20FF3CC5AE20 _A629A338-DED6-408A-B781-89969E03C5D4
PowerElectronicsConnection BatteryUnit DER_684_c_14 DER_684_c_14 tlx_684_c_h_14 s1 _A8D63CD8-A372-4CF2-BD62-20FF3CC5AE20 _A629A338-DED6-408A-B781-89969E03C5D4
PowerElectronicsConnection BatteryUnit DER_684_c_14 DER_684_c_14 tlx_684_c_h_14 s2 _A8D63CD8-A372-4CF2-BD62-20FF3CC5AE20 _A629A338-DED6-408A-B781-89969E03C5D4
PowerElectronicsConnection BatteryUnit DER_684_c_15 DER_684_c_15 tlx_684_c_h_15 SoC _A477227A-7D0D-43B7-B9B9-FB7FDD0E030D _2CBC48D3-DECD-49F6-8089-92D967FC2076
PowerElectronicsConnection BatteryUnit DER_684_c_15 DER_684_c_15 tlx_684_c_h_15 s1 _A477227A-7D0D-43B7-B9B9-FB7FDD0E030D _2CBC48D3-DECD-49F6-8089-92D967FC2076
PowerElectronicsConnection BatteryUnit DER_684_c_15 DER_684_c_15 tlx_684_c_h_15 s2 _A477227A-7D0D-43B7-B9B9-FB7FDD0E030D _2CBC48D3-DECD-49F6-8089-92D967FC2076
PowerElectronicsConnection BatteryUnit DER_684_c_16 DER_684_c_16 tlx_684_c_h_16 SoC _1E0D7569-F270-446D-B795-AF64CAB497BB _AD81DFF6-498C-4B58-8E97-5747478C0C39
PowerElectronicsConnection BatteryUnit DER_684_c_16 DER_684_c_16 tlx_684_c_h_16 s1 _1E0D7569-F270-446D-B795-AF64CAB497BB _AD81DFF6-498C-4B58-8E97-5747478C0C39
PowerElectronicsConnection BatteryUnit DER_684_c_16 DER_684_c_16 tlx_684_c_h_16 s2 _1E0D7569-F270-446D-B795-AF64CAB497BB _AD81DFF6-498C-4B58-8E97-5747478C0C39
PowerElectronicsConnection BatteryUnit DER_684_c_17 DER_684_c_17 tlx_684_c_h_17 SoC _1D28C65E-EC36-4D6C-9914-4BE1D1FBDA4B _ED0F34BA-BDBF-4AC8-8636-B7F362575A7F
PowerElectronicsConnection BatteryUnit DER_684_c_17 DER_684_c_17 tlx_684_c_h_17 s1 _1D28C65E-EC36-4D6C-9914-4BE1D1FBDA4B _ED0F34BA-BDBF-4AC8-8636-B7F362575A7F
PowerElectronicsConnection BatteryUnit DER_684_c_17 DER_684_c_17 tlx_684_c_h_17 s2 _1D28C65E-EC36-4D6C-9914-4BE1D1FBDA4B _ED0F34BA-BDBF-4AC8-8636-B7F362575A7F
PowerElectronicsConnection BatteryUnit DER_684_c_18 DER_684_c_18 tlx_684_c_h_18 SoC _8855CAC5-E253-44E7-B7BC-368888DD8D4C _8739022F-BEF0-490F-A1F3-C4583555221F
PowerElectronicsConnection BatteryUnit DER_684_c_18 DER_684_c_18 tlx_684_c_h_18 s1 _8855CAC5-E253-44E7-B7BC-368888DD8D4C _8739022F-BEF0-490F-A1F3-C4583555221F
PowerElectronicsConnection BatteryUnit DER_684_c_18 DER_684_c_18 tlx_684_c_h_18 s2 _8855CAC5-E253-44E7-B7BC-368888DD8D4C _8739022F-BEF0-490F-A1F3-C4583555221F
PowerElectronicsConnection BatteryUnit DER_684_c_19 DER_684_c_19 tlx_684_c_h_19 SoC _8B67F7FC-1FE7-4E71-B1B2-32DE54884A75 _C8AE7A79-503B-4D21-AFA0-9B0689EF4D23
PowerElectronicsConnection BatteryUnit DER_684_c_19 DER_684_c_19 tlx_684_c_h_19 s1 _8B67F7FC-1FE7-4E71-B1B2-32DE54884A75 _C8AE7A79-503B-4D21-AFA0-9B0689EF4D23
PowerElectronicsConnection BatteryUnit DER_684_c_19 DER_684_c_19 tlx_684_c_h_19 s2 _8B67F7FC-1FE7-4E71-B1B2-32DE54884A75 _C8AE7A79-503B-4D21-AFA0-9B0689EF4D23
PowerElectronicsConnection BatteryUnit DER_684_c_2 DER_684_c_2 tlx_684_c_h_2 SoC _D0323166-50A4-4521-B7EC-8B29421FE2A2 _25F54E50-7607-4F4F-ABC0-AF4CAE6EE51C
PowerElectronicsConnection BatteryUnit DER_684_c_2 DER_684_c_2 tlx_684_c_h_2 s1 _D0323166-50A4-4521-B7EC-8B29421FE2A2 _25F54E50-7607-4F4F-ABC0-AF4CAE6EE51C
PowerElectronicsConnection BatteryUnit DER_684_c_2 DER_684_c_2 tlx_684_c_h_2 s2 _D0323166-50A4-4521-B7EC-8B29421FE2A2 _25F54E50-7607-4F4F-ABC0-AF4CAE6EE51C
PowerElectronicsConnection BatteryUnit DER_684_c_20 DER_684_c_20 tlx_684_c_h_20 SoC _39730925-28C2-4D8E-BA61-2850E38A09C1 _885329B3-7D8B-4949-B253-09F8E4855EEE
PowerElectronicsConnection BatteryUnit DER_684_c_20 DER_684_c_20 tlx_684_c_h_20 s1 _39730925-28C2-4D8E-BA61-2850E38A09C1 _885329B3-7D8B-4949-B253-09F8E4855EEE
PowerElectronicsConnection BatteryUnit DER_684_c_20 DER_684_c_20 tlx_684_c_h_20 s2 _39730925-28C2-4D8E-BA61-2850E38A09C1 _885329B3-7D8B-4949-B253-09F8E4855EEE
PowerElectronicsConnection BatteryUnit DER_684_c_21 DER_684_c_21 tlx_684_c_h_21 SoC _B026A8D8-6B72-4BF2-BFD1-72E4D2330EE7 _080D185F-4D24-48A2-8F09-8B85B0AD5308
PowerElectronicsConnection BatteryUnit DER_684_c_21 DER_684_c_21 tlx_684_c_h_21 s1 _B026A8D8-6B72-4BF2-BFD1-72E4D2330EE7 _080D185F-4D24-48A2-8F09-8B85B0AD5308
PowerElectronicsConnection BatteryUnit DER_684_c_21 DER_684_c_21 tlx_684_c_h_21 s2 _B026A8D8-6B72-4BF2-BFD1-72E4D2330EE7 _080D185F-4D24-48A2-8F09-8B85B0AD5308
PowerElectronicsConnection BatteryUnit DER_684_c_22 DER_684_c_22 tlx_684_c_h_22 SoC _8D7AD3ED-2618-4F53-8AEC-2D77ED1B86FB _E5CD0B9B-5792-4772-97B8-CAE6DCB907ED
PowerElectronicsConnection BatteryUnit DER_684_c_22 DER_684_c_22 tlx_684_c_h_22 s1 _8D7AD3ED-2618-4F53-8AEC-2D77ED1B86FB _E5CD0B9B-5792-4772-97B8-CAE6DCB907ED
PowerElectronicsConnection BatteryUnit DER_684_c_22 DER_684_c_22 tlx_684_c_h_22 s2 _8D7AD3ED-2618-4F53-8AEC-2D77ED1B86FB _E5CD0B9B-5792-4772-97B8-CAE6DCB907ED
PowerElectronicsConnection BatteryUnit DER_684_c_23 DER_684_c_23 tlx_684_c_h_23 SoC _E513F6E0-1265-48FD-A1B6-939A5587C1EA _1E2858EF-6434-4AEF-A892-68CC33C656CD
PowerElectronicsConnection BatteryUnit DER_684_c_23 DER_684_c_23 tlx_684_c_h_23 s1 _E513F6E0-1265-48FD-A1B6-939A5587C1EA _1E2858EF-6434-4AEF-A892-68CC33C656CD
PowerElectronicsConnection BatteryUnit DER_684_c_23 DER_684_c_23 tlx_684_c_h_23 s2 _E513F6E0-1265-48FD-A1B6-939A5587C1EA _1E2858EF-6434-4AEF-A892-68CC33C656CD
PowerElectronicsConnection BatteryUnit DER_684_c_24 DER_684_c_24 tlx_684_c_h_24 SoC _A2D3149E-3F30-4AF3-84B2-988577F75CF1 _24B09EB4-4812-421C-8D82-4F72088BB3A1
PowerElectronicsConnection BatteryUnit DER_684_c_24 DER_684_c_24 tlx_684_c_h_24 s1 _A2D3149E-3F30-4AF3-84B2-988577F75CF1 _24B09EB4-4812-421C-8D82-4F72088BB3A1
PowerElectronicsConnection BatteryUnit DER_684_c_24 DER_684_c_24 tlx_684_c_h_24 s2 _A2D3149E-3F30-4AF3-84B2-988577F75CF1 _24B09EB4-4812-421C-8D82-4F72088BB3A1
PowerElectronicsConnection BatteryUnit DER_684_c_25 DER_684_c_25 tlx_684_c_h_25 SoC _E2C1F88C-5CBD-4F86-A1A5-7D03576326EF _47FA2E6D-1669-48E2-BF84-0F8B6A07042D
PowerElectronicsConnection BatteryUnit DER_684_c_25 DER_684_c_25 tlx_684_c_h_25 s1 _E2C1F88C-5CBD-4F86-A1A5-7D03576326EF _47FA2E6D-1669-48E2-BF84-0F8B6A07042D
PowerElectronicsConnection BatteryUnit DER_684_c_25 DER_684_c_25 tlx_684_c_h_25 s2 _E2C1F88C-5CBD-4F86-A1A5-7D03576326EF _47FA2E6D-1669-48E2-BF84-0F8B6A07042D
PowerElectronicsConnection BatteryUnit DER_684_c_26 DER_684_c_26 tlx_684_c_h_26 SoC _CD4C3A27-E9F9-403A-B33A-67C5BD1381B5 _5A86BA43-D6F0-43DE-AEC5-1E2149F5BC12
PowerElectronicsConnection BatteryUnit DER_684_c_26 DER_684_c_26 tlx_684_c_h_26 s1 _CD4C3A27-E9F9-403A-B33A-67C5BD1381B5 _5A86BA43-D6F0-43DE-AEC5-1E2149F5BC12
PowerElectronicsConnection BatteryUnit DER_684_c_26 DER_684_c_26 tlx_684_c_h_26 s2 _CD4C3A27-E9F9-403A-B33A-67C5BD1381B5 _5A86BA43-D6F0-43DE-AEC5-1E2149F5BC12
PowerElectronicsConnection BatteryUnit DER_684_c_27 DER_684_c_27 tlx_684_c_h_27 SoC _D9337B2E-E016-4206-A9E4-717422163F7E _FCBB4366-E0A0-4151-9C8F-69CCEA78D943
PowerElectronicsConnection BatteryUnit DER_684_c_27 DER_684_c_27 tlx_684_c_h_27 s1 _D9337B2E-E016-4206-A9E4-717422163F7E _FCBB4366-E0A0-4151-9C8F-69CCEA78D943
PowerElectronicsConnection BatteryUnit DER_684_c_27 DER_684_c_27 tlx_684_c_h_27 s2 _D9337B2E-E016-4206-A9E4-717422163F7E _FCBB4366-E0A0-4151-9C8F-69CCEA78D943
PowerElectronicsConnection BatteryUnit DER_684_c_28 DER_684_c_28 tlx_684_c_h_28 SoC _2A4D4DB0-4865-4EE6-A903-205AFD66E7FF _A64A2F89-E720-4531-AE4A-882111429116
PowerElectronicsConnection BatteryUnit DER_684_c_28 DER_684_c_28 tlx_684_c_h_28 s1 _2A4D4DB0-4865-4EE6-A903-205AFD66E7FF _A64A2F89-E720-4531-AE4A-882111429116
PowerElectronicsConnection BatteryUnit DER_684_c_28 DER_684_c_28 tlx_684_c_h_28 s2 _2A4D4DB0-4865-4EE6-A903-205AFD66E7FF _A64A2F89-E720-4531-AE4A-882111429116
PowerElectronicsConnection BatteryUnit DER_684_c_29 DER_684_c_29 tlx_684_c_h_29 SoC _DA4C4943-354B-4A8B-9E58-8BAD5780716F _00033A4B-FE58-4C8B-AD07-43680CE013AC
PowerElectronicsConnection BatteryUnit DER_684_c_29 DER_684_c_29 tlx_684_c_h_29 s1 _DA4C4943-354B-4A8B-9E58-8BAD5780716F _00033A4B-FE58-4C8B-AD07-43680CE013AC
PowerElectronicsConnection BatteryUnit DER_684_c_29 DER_684_c_29 tlx_684_c_h_29 s2 _DA4C4943-354B-4A8B-9E58-8BAD5780716F _00033A4B-FE58-4C8B-AD07-43680CE013AC
PowerElectronicsConnection BatteryUnit DER_684_c_3 DER_684_c_3 tlx_684_c_h_3 SoC _947200A1-EC02-4304-8A50-8B091C32A05C _27849EF2-2AFC-4081-AEC5-E9C067A4597F
PowerElectronicsConnection BatteryUnit DER_684_c_3 DER_684_c_3 tlx_684_c_h_3 s1 _947200A1-EC02-4304-8A50-8B091C32A05C _27849EF2-2AFC-4081-AEC5-E9C067A4597F
PowerElectronicsConnection BatteryUnit DER_684_c_3 DER_684_c_3 tlx_684_c_h_3 s2 _947200A1-EC02-4304-8A50-8B091C32A05C _27849EF2-2AFC-4081-AEC5-E9C067A4597F
PowerElectronicsConnection BatteryUnit DER_684_c_30 DER_684_c_30 tlx_684_c_h_30 SoC _5F8A22DC-9E35-4015-98B8-D9518977FB4C _849A329E-BA15-4421-ABA4-82B09015C662
PowerElectronicsConnection BatteryUnit DER_684_c_30 DER_684_c_30 tlx_684_c_h_30 s1 _5F8A22DC-9E35-4015-98B8-D9518977FB4C _849A329E-BA15-4421-ABA4-82B09015C662
PowerElectronicsConnection BatteryUnit DER_684_c_30 DER_684_c_30 tlx_684_c_h_30 s2 _5F8A22DC-9E35-4015-98B8-D9518977FB4C _849A329E-BA15-4421-ABA4-82B09015C662
PowerElectronicsConnection BatteryUnit DER_684_c_31 DER_684_c_31 tlx_684_c_h_31 SoC _5EE2478A-FAC7-4C46-9C08-BAA60CBF3EBF _6EDFC6AD-16C2-45C6-A833-C0115E997664
