LinearShuntCompensator cap2 n611 C _914AAA0D-2390-4529-AB33-AEE59E116A6E _4D4249B6-B1C1-4FFB-923B-8E1FE55E8212
LinearShuntCompensator cap1 n675 A _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 B _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
LinearShuntCompensator cap1 n675 C _7C6EAEF9-003B-4DF0-AEAE-672CB06A1A11 _55B6FCAE-2AAD-4446-ABC5-5B74EF3989F4
PowerTransformer RatioTapChanger Reg 2 rg60 A _3508623F-8B18-43E5-9C47-076265A27FC5 _DEF7E7E5-E406-4D86-8437-C9DB746F5C18
PowerElectronicsConnection BatteryUnit trip_load_684_a_15 trip_load_684_a_15_Battery tlx_684_a_h_15 s1 _AF3342E1-E60B-4EDC-AF43-5C15605D6D2A _25333EF3-9DEA-4DD3-B6F6-9E5C09EEE146
PowerElectronicsConnection BatteryUnit trip_load_684_a_15 trip_load_684_a_15_Battery tlx_684_a_h_15 s2 _AF3342E1-E60B-4EDC-AF43-5C15605D6D2A _25333EF3-9DEA-4DD3-B6F6-9E5C09EEE146
PowerElectronicsConnection BatteryUnit trip_load_684_a_16 trip_load_684_a_16_Battery tlx_684_a_h_16 SoC _5D5A4DA7-913F-43BA-BE89-7B6F92F1C80F _5C6C9D25-C986-4F8C-8015-5EA64666BD98
PowerElectronicsConnection BatteryUnit trip_load_684_a_16 trip_load_684_a_16_Battery tlx_684_a_h_16 s1 _5D5A4DA7-913F-43BA-BE89-7B6F92F1C80F _5C6C9D25-C986-4F8C-8015-5EA64666BD98
PowerElectronicsConnection BatteryUnit trip_load_684_a_16 trip_load_684_a_16_Battery tlx_684_a_h_16 s2 _5D5A4DA7-913F-43BA-BE89-7B6F92F1C80F _5C6C9D25-C986-4F8C-8015-5EA64666BD98
PowerElectronicsConnection BatteryUnit trip_load_684_a_17 trip_load_684_a_17_Battery tlx_684_a_h_17 SoC _6157C675-ED3D-40B2-99CB-95197726B866 _FA6E1928-DF42-410F-BECA-A2D70C7F5129
PowerElectronicsConnection BatteryUnit trip_load_684_a_17 trip_load_684_a_17_Battery tlx_684_a_h_17 s1 _6157C675-ED3D-40B2-99CB-95197726B866 _FA6E1928-DF42-410F-BECA-A2D70C7F5129
PowerElectronicsConnection BatteryUnit trip_load_684_a_17 trip_load_684_a_17_Battery tlx_684_a_h_17 s2 _6157C675-ED3D-40B2-99CB-95197726B866 _FA6E1928-DF42-410F-BECA-A2D70C7F5129
PowerElectronicsConnection BatteryUnit trip_load_684_a_18 trip_load_684_a_18_Battery tlx_684_a_h_18 SoC _890A58A0-5F3A-4820-BCCE-114D0D102E60 _B9C14010-9487-4254-93BD-5D745BE65CDD
PowerElectronicsConnection BatteryUnit trip_load_684_a_18 trip_load_684_a_18_Battery tlx_684_a_h_18 s1 _890A58A0-5F3A-4820-BCCE-114D0D102E60 _B9C14010-9487-4254-93BD-5D745BE65CDD
PowerElectronicsConnection BatteryUnit trip_load_684_a_18 trip_load_684_a_18_Battery tlx_684_a_h_18 s2 _890A58A0-5F3A-4820-BCCE-114D0D102E60 _B9C14010-9487-4254-93BD-5D745BE65CDD
PowerElectronicsConnection BatteryUnit trip_load_684_a_19 trip_load_684_a_19_Battery tlx_684_a_h_19 SoC _700FFDE6-1F41-429E-A8A3-3721CB76D1AD _A0A7B7AE-6EC2-45C3-B1E2-3E0DF281B8C3
PowerElectronicsConnection BatteryUnit trip_load_684_a_19 trip_load_684_a_19_Battery tlx_684_a_h_19 s1 _700FFDE6-1F41-429E-A8A3-3721CB76D1AD _A0A7B7AE-6EC2-45C3-B1E2-3E0DF281B8C3
PowerElectronicsConnection BatteryUnit trip_load_684_a_19 trip_load_684_a_19_Battery tlx_684_a_h_19 s2 _700FFDE6-1F41-429E-A8A3-3721CB76D1AD _A0A7B7AE-6EC2-45C3-B1E2-3E0DF281B8C3
PowerElectronicsConnection BatteryUnit trip_load_684_a_2 trip_load_684_a_2_Battery tlx_684_a_h_2 SoC _6F71CEE2-003A-4539-8E1C-174B89B0E38F _652B9C68-124C-44C2-B2E2-7EAB738F6B23
PowerElectronicsConnection BatteryUnit trip_load_684_a_2 trip_load_684_a_2_Battery tlx_684_a_h_2 s1 _6F71CEE2-003A-4539-8E1C-174B89B0E38F _652B9C68-124C-44C2-B2E2-7EAB738F6B23
PowerElectronicsConnection BatteryUnit trip_load_684_a_2 trip_load_684_a_2_Battery tlx_684_a_h_2 s2 _6F71CEE2-003A-4539-8E1C-174B89B0E38F _652B9C68-124C-44C2-B2E2-7EAB738F6B23
PowerElectronicsConnection BatteryUnit trip_load_684_a_20 trip_load_684_a_20_Battery tlx_684_a_h_20 SoC _40E7406F-A661-45A7-AF15-8C3A9E92A422 _387B3A04-444A-422C-99D9-B9A67969E780
PowerElectronicsConnection BatteryUnit trip_load_684_a_20 trip_load_684_a_20_Battery tlx_684_a_h_20 s1 _40E7406F-A661-45A7-AF15-8C3A9E92A422 _387B3A04-444A-422C-99D9-B9A67969E780
PowerElectronicsConnection BatteryUnit trip_load_684_a_20 trip_load_684_a_20_Battery tlx_684_a_h_20 s2 _40E7406F-A661-45A7-AF15-8C3A9E92A422 _387B3A04-444A-422C-99D9-B9A67969E780
PowerElectronicsConnection BatteryUnit trip_load_684_a_21 trip_load_684_a_21_Battery tlx_684_a_h_21 SoC _39C440BB-D5E1-4C68-8135-1ADC07E90618 _ADF1A3D8-DAB8-47AA-B905-DBF33DE2604C
PowerElectronicsConnection BatteryUnit trip_load_684_a_21 trip_load_684_a_21_Battery tlx_684_a_h_21 s1 _39C440BB-D5E1-4C68-8135-1ADC07E90618 _ADF1A3D8-DAB8-47AA-B905-DBF33DE2604C
PowerElectronicsConnection BatteryUnit trip_load_684_a_21 trip_load_684_a_21_Battery tlx_684_a_h_21 s2 _39C440BB-D5E1-4C68-8135-1ADC07E90618 _ADF1A3D8-DAB8-47AA-B905-DBF33DE2604C
PowerElectronicsConnection BatteryUnit trip_load_684_a_22 trip_load_684_a_22_Battery tlx_684_a_h_22 SoC _8EBD182E-4F15-497B-882C-AC84A8B6F0F9 _B4EDB623-3171-442D-96D2-BB94BADBA97C
PowerElectronicsConnection BatteryUnit trip_load_684_a_22 trip_load_684_a_22_Battery tlx_684_a_h_22 s1 _8EBD182E-4F15-497B-882C-AC84A8B6F0F9 _B4EDB623-3171-442D-96D2-BB94BADBA97C
PowerElectronicsConnection BatteryUnit trip_load_684_a_22 trip_load_684_a_22_Battery tlx_684_a_h_22 s2 _8EBD182E-4F15-497B-882C-AC84A8B6F0F9 _B4EDB623-3171-442D-96D2-BB94BADBA97C
PowerElectronicsConnection BatteryUnit trip_load_684_a_23 trip_load_684_a_23_Battery tlx_684_a_h_23 SoC _92AEAB8E-E692-44CC-A71F-7DB8A62EB0BE _595590A1-91DA-4AF6-AA18-CFA0F4EFE132
PowerElectronicsConnection BatteryUnit trip_load_684_a_23 trip_load_684_a_23_Battery tlx_684_a_h_23 s1 _92AEAB8E-E692-44CC-A71F-7DB8A62EB0BE _595590A1-91DA-4AF6-AA18-CFA0F4EFE132
PowerElectronicsConnection BatteryUnit trip_load_684_a_23 trip_load_684_a_23_Battery tlx_684_a_h_23 s2 _92AEAB8E-E692-44CC-A71F-7DB8A62EB0BE _595590A1-91DA-4AF6-AA18-CFA0F4EFE132
PowerElectronicsConnection BatteryUnit trip_load_684_a_24 trip_load_684_a_24_Battery tlx_684_a_h_24 SoC _35412A02-7E40-4F48-A780-A2589472A8AE _946AD336-13C8-4656-BE81-0A2E15F3C462
PowerElectronicsConnection BatteryUnit trip_load_684_a_24 trip_load_684_a_24_Battery tlx_684_a_h_24 s1 _35412A02-7E40-4F48-A780-A2589472A8AE _946AD336-13C8-4656-BE81-0A2E15F3C462
PowerElectronicsConnection BatteryUnit trip_load_684_a_24 trip_load_684_a_24_Battery tlx_684_a_h_24 s2 _35412A02-7E40-4F48-A780-A2589472A8AE _946AD336-13C8-4656-BE81-0A2E15F3C462
PowerElectronicsConnection BatteryUnit trip_load_684_a_25 trip_load_684_a_25_Battery tlx_684_a_h_25 SoC _B02EA0A4-470B-4A61-A11F-D3656068D50E _03B84F7A-FBA1-4EF2-A973-8F202A0ADFAA
PowerElectronicsConnection BatteryUnit trip_load_684_a_25 trip_load_684_a_25_Battery tlx_684_a_h_25 s1 _B02EA0A4-470B-4A61-A11F-D3656068D50E _03B84F7A-FBA1-4EF2-A973-8F202A0ADFAA
PowerElectronicsConnection BatteryUnit trip_load_684_a_25 trip_load_684_a_25_Battery tlx_684_a_h_25 s2 _B02EA0A4-470B-4A61-A11F-D3656068D50E _03B84F7A-FBA1-4EF2-A973-8F202A0ADFAA
PowerElectronicsConnection BatteryUnit trip_load_684_a_26 trip_load_684_a_26_Battery tlx_684_a_h_26 SoC _0C3FC927-E48E-4C12-98C3-735118CA435E _C472A1CB-D58C-4A39-BBC7-6A5C3EFBA0F8
PowerElectronicsConnection BatteryUnit trip_load_684_a_26 trip_load_684_a_26_Battery tlx_684_a_h_26 s1 _0C3FC927-E48E-4C12-98C3-735118CA435E _C472A1CB-D58C-4A39-BBC7-6A5C3EFBA0F8
PowerElectronicsConnection BatteryUnit trip_load_684_a_26 trip_load_684_a_26_Battery tlx_684_a_h_26 s2 _0C3FC927-E48E-4C12-98C3-735118CA435E _C472A1CB-D58C-4A39-BBC7-6A5C3EFBA0F8
PowerElectronicsConnection BatteryUnit trip_load_684_a_27 trip_load_684_a_27_Battery tlx_684_a_h_27 SoC _4BD425C9-D73E-4F14-9695-E40FDE375D72 _6D7A731B-A73E-49C1-9589-BC0D4CE128AE
PowerElectronicsConnection BatteryUnit trip_load_684_a_27 trip_load_684_a_27_Battery tlx_684_a_h_27 s1 _4BD425C9-D73E-4F14-9695-E40FDE375D72 _6D7A731B-A73E-49C1-9589-BC0D4CE128AE
PowerElectronicsConnection BatteryUnit trip_load_684_a_27 trip_load_684_a_27_Battery tlx_684_a_h_27 s2 _4BD425C9-D73E-4F14-9695-E40FDE375D72 _6D7A731B-A73E-49C1-9589-BC0D4CE128AE
PowerElectronicsConnection BatteryUnit trip_load_684_a_28 trip_load_684_a_28_Battery tlx_684_a_h_28 SoC _B57F7D2B-7DB0-45A4-A23A-2F7CDA69E019 _88914B6B-0212-47FD-8201-975A90C0B03C
PowerElectronicsConnection BatteryUnit trip_load_684_a_28 trip_load_684_a_28_Battery tlx_684_a_h_28 s1 _B57F7D2B-7DB0-45A4-A23A-2F7CDA69E019 _88914B6B-0212-47FD-8201-975A90C0B03C
PowerElectronicsConnection BatteryUnit trip_load_684_a_28 trip_load_684_a_28_Battery tlx_684_a_h_28 s2 _B57F7D2B-7DB0-45A4-A23A-2F7CDA69E019 _88914B6B-0212-47FD-8201-975A90C0B03C
PowerElectronicsConnection BatteryUnit trip_load_684_a_29 trip_load_684_a_29_Battery tlx_684_a_h_29 SoC _668C3E2F-8378-41C1-8F3D-BCB2128703AD _9C2F5B2B-0919-4BB6-B3C5-83D14B62EE61
PowerElectronicsConnection BatteryUnit trip_load_684_a_29 trip_load_684_a_29_Battery tlx_684_a_h_29 s1 _668C3E2F-8378-41C1-8F3D-BCB2128703AD _9C2F5B2B-0919-4BB6-B3C5-83D14B62EE61
PowerElectronicsConnection BatteryUnit trip_load_684_a_29 trip_load_684_a_29_Battery tlx_684_a_h_29 s2 _668C3E2F-8378-41C1-8F3D-BCB2128703AD _9C2F5B2B-0919-4BB6-B3C5-83D14B62EE61
PowerElectronicsConnection BatteryUnit trip_load_684_a_3 trip_load_684_a_3_Battery tlx_684_a_h_3 SoC _0F19FED4-3525-40AE-9AA1-5890EFB84D46 _22965349-3B3C-4C8A-99D6-1FBE16590318
PowerElectronicsConnection BatteryUnit trip_load_684_a_3 trip_load_684_a_3_Battery tlx_684_a_h_3 s1 _0F19FED4-3525-40AE-9AA1-5890EFB84D46 _22965349-3B3C-4C8A-99D6-1FBE16590318
PowerElectronicsConnection BatteryUnit trip_load_684_a_3 trip_load_684_a_3_Battery tlx_684_a_h_3 s2 _0F19FED4-3525-40AE-9AA1-5890EFB84D46 _22965349-3B3C-4C8A-99D6-1FBE16590318
PowerElectronicsConnection BatteryUnit trip_load_684_a_30 trip_load_684_a_30_Battery tlx_684_a_h_30 SoC _48DBAAD3-FA27-4865-9744-FA2EF3F85A01 _3D894E4A-E199-41AD-8534-49C894F982F8
PowerElectronicsConnection BatteryUnit trip_load_684_a_30 trip_load_684_a_30_Battery tlx_684_a_h_30 s1 _48DBAAD3-FA27-4865-9744-FA2EF3F85A01 _3D894E4A-E199-41AD-8534-49C894F982F8
PowerElectronicsConnection BatteryUnit trip_load_684_a_30 trip_load_684_a_30_Battery tlx_684_a_h_30 s2 _48DBAAD3-FA27-4865-9744-FA2EF3F85A01 _3D894E4A-E199-41AD-8534-49C894F982F8
PowerElectronicsConnection BatteryUnit trip_load_684_a_31 trip_load_684_a_31_Battery tlx_684_a_h_31 SoC _E6289B42-9161-4463-B096-87568FED6753 _465DE549-3AF0-4D50-B44D-CB1139F2A636
PowerElectronicsConnection BatteryUnit trip_load_684_a_31 trip_load_684_a_31_Battery tlx_684_a_h_31 s1 _E6289B42-9161-4463-B096-87568FED6753 _465DE549-3AF0-4D50-B44D-CB1139F2A636
PowerElectronicsConnection BatteryUnit trip_load_684_a_31 trip_load_684_a_31_Battery tlx_684_a_h_31 s2 _E6289B42-9161-4463-B096-87568FED6753 _465DE549-3AF0-4D50-B44D-CB1139F2A636
PowerElectronicsConnection BatteryUnit trip_load_684_a_32 trip_load_684_a_32_Battery tlx_684_a_h_32 SoC _23AF3729-8D7B-497C-BE09-D93C95377F1F _6D8F1C3D-B87E-4DF9-B6B9-2C1FC1754F03
PowerElectronicsConnection BatteryUnit trip_load_684_a_32 trip_load_684_a_32_Battery tlx_684_a_h_32 s1 _23AF3729-8D7B-497C-BE09-D93C95377F1F _6D8F1C3D-B87E-4DF9-B6B9-2C1FC1754F03
PowerElectronicsConnection BatteryUnit trip_load_684_a_32 trip_load_684_a_32_Battery tlx_684_a_h_32 s2 _23AF3729-8D7B-497C-BE09-D93C95377F1F _6D8F1C3D-B87E-4DF9-B6B9-2C1FC1754F03
PowerElectronicsConnection BatteryUnit trip_load_684_a_33 trip_load_684_a_33_Battery tlx_684_a_h_33 SoC _E3C67FAE-79DD-454C-BACF-D6E41622A052 _9A87BBE0-9C9A-4122-8303-4DF254B3B699
PowerElectronicsConnection BatteryUnit trip_load_684_a_33 trip_load_684_a_33_Battery tlx_684_a_h_33 s1 _E3C67FAE-79DD-454C-BACF-D6E41622A052 _9A87BBE0-9C9A-4122-8303-4DF254B3B699
PowerElectronicsConnection BatteryUnit trip_load_684_a_33 trip_load_684_a_33_Battery tlx_684_a_h_33 s2 _E3C67FAE-79DD-454C-BACF-D6E41622A052 _9A87BBE0-9C9A-4122-8303-4DF254B3B699
PowerElectronicsConnection BatteryUnit trip_load_684_a_34 trip_load_684_a_34_Battery tlx_684_a_h_34 SoC _062A869A-FDBD-40F0-981F-BA2A1E0D95AB _11F0D5BE-3EA3-4624-96F1-388465EC349A
PowerElectronicsConnection BatteryUnit trip_load_684_a_34 trip_load_684_a_34_Battery tlx_684_a_h_34 s1 _062A869A-FDBD-40F0-981F-BA2A1E0D95AB _11F0D5BE-3EA3-4624-96F1-388465EC349A
PowerElectronicsConnection BatteryUnit trip_load_684_a_34 trip_load_684_a_34_Battery tlx_684_a_h_34 s2 _062A869A-FDBD-40F0-981F-BA2A1E0D95AB _11F0D5BE-3EA3-4624-96F1-388465EC349A
PowerElectronicsConnection BatteryUnit trip_load_684_a_35 trip_load_684_a_35_Battery tlx_684_a_h_35 SoC _93596968-A331-4434-8BF9-780BCDBE1DC9 _52E458F4-96C5-479D-A670-9660D72F95BE
PowerElectronicsConnection BatteryUnit trip_load_684_a_35 trip_load_684_a_35_Battery tlx_684_a_h_35 s1 _93596968-A331-4434-8BF9-780BCDBE1DC9 _52E458F4-96C5-479D-A670-9660D72F95BE
PowerElectronicsConnection BatteryUnit trip_load_684_a_35 trip_load_684_a_35_Battery tlx_684_a_h_35 s2 _93596968-A331-4434-8BF9-780BCDBE1DC9 _52E458F4-96C5-479D-A670-9660D72F95BE
PowerElectronicsConnection BatteryUnit trip_load_684_a_36 trip_load_684_a_36_Battery tlx_684_a_h_36 SoC _CD8AF9A8-DE8D-4D7D-B4AE-E24D5888C758 _9D46C748-7979-44BE-A923-CE29085E1F62
PowerElectronicsConnection BatteryUnit trip_load_684_a_36 trip_load_684_a_36_Battery tlx_684_a_h_36 s1 _CD8AF9A8-DE8D-4D7D-B4AE-E24D5888C758 _9D46C748-7979-44BE-A923-CE29085E1F62
PowerElectronicsConnection BatteryUnit trip_load_684_a_36 trip_load_684_a_36_Battery tlx_684_a_h_36 s2 _CD8AF9A8-DE8D-4D7D-B4AE-E24D5888C758 _9D46C748-7979-44BE-A923-CE29085E1F62
PowerElectronicsConnection BatteryUnit trip_load_684_a_37 trip_load_684_a_37_Battery tlx_684_a_h_37 SoC _B6F3FEAB-4F56-4B53-8A0E-936D8BA6D773 _C371F47E-F738-4F34-8820-B506CD407FB8
PowerElectronicsConnection BatteryUnit trip_load_684_a_37 trip_load_684_a_37_Battery tlx_684_a_h_37 s1 _B6F3FEAB-4F56-4B53-8A0E-936D8BA6D773 _C371F47E-F738-4F34-8820-B506CD407FB8
PowerElectronicsConnection BatteryUnit trip_load_684_a_37 trip_load_684_a_37_Battery tlx_684_a_h_37 s2 _B6F3FEAB-4F56-4B53-8A0E-936D8BA6D773 _C371F47E-F738-4F34-8820-B506CD407FB8
PowerElectronicsConnection BatteryUnit trip_load_684_a_38 trip_load_684_a_38_Battery tlx_684_a_h_38 SoC _E92E44CE-FCAE-4DE5-BF58-25A320E34FEA _9DC27D8C-727C-4FEF-BAB5-F78BD2E46213
PowerElectronicsConnection BatteryUnit trip_load_684_a_38 trip_load_684_a_38_Battery tlx_684_a_h_38 s1 _E92E44CE-FCAE-4DE5-BF58-25A320E34FEA _9DC27D8C-727C-4FEF-BAB5-F78BD2E46213
PowerElectronicsConnection BatteryUnit trip_load_684_a_38 trip_load_684_a_38_Battery tlx_684_a_h_38 s2 _E92E44CE-FCAE-4DE5-BF58-25A320E34FEA _9DC27D8C-727C-4FEF-BAB5-F78BD2E46213
PowerElectronicsConnection BatteryUnit trip_load_684_a_39 trip_load_684_a_39_Battery tlx_684_a_h_39 SoC _EA2F88F5-79B8-4B41-972A-B1B99A3522A4 _ADA36BF8-582B-4E5E-A9D4-B5778B8CCCE3
PowerElectronicsConnection BatteryUnit trip_load_684_a_39 trip_load_684_a_39_Battery tlx_684_a_h_39 s1 _EA2F88F5-79B8-4B41-972A-B1B99A3522A4 _ADA36BF8-582B-4E5E-A9D4-B5778B8CCCE3
PowerElectronicsConnection BatteryUnit trip_load_684_a_39 trip_load_684_a_39_Battery tlx_684_a_h_39 s2 _EA2F88F5-79B8-4B41-972A-B1B99A3522A4 _ADA36BF8-582B-4E5E-A9D4-B5778B8CCCE3
PowerElectronicsConnection BatteryUnit trip_load_684_a_4 trip_load_684_a_4_Battery tlx_684_a_h_4 SoC _F5A5A0FB-05FE-4102-B40E-DAC5431E4815 _1AF58BAD-12A7-42EC-B0AB-09D7B8911686
PowerElectronicsConnection BatteryUnit trip_load_684_a_4 trip_load_684_a_4_Battery tlx_684_a_h_4 s1 _F5A5A0FB-05FE-4102-B40E-DAC5431E4815 _1AF58BAD-12A7-42EC-B0AB-09D7B8911686
PowerElectronicsConnection BatteryUnit trip_load_684_a_4 trip_load_684_a_4_Battery tlx_684_a_h_4 s2 _F5A5A0FB-05FE-4102-B40E-DAC5431E4815 _1AF58BAD-12A7-42EC-B0AB-09D7B8911686
PowerElectronicsConnection BatteryUnit trip_load_684_a_40 trip_load_684_a_40_Battery tlx_684_a_h_40 SoC _094CB603-62CF-40E5-8656-966FCAB9482A _C1BD3571-001F-4B7C-8898-C2F8BD1DF64B
PowerElectronicsConnection BatteryUnit trip_load_684_a_40 trip_load_684_a_40_Battery tlx_684_a_h_40 s1 _094CB603-62CF-40E5-8656-966FCAB9482A _C1BD3571-001F-4B7C-8898-C2F8BD1DF64B
PowerElectronicsConnection BatteryUnit trip_load_684_a_40 trip_load_684_a_40_Battery tlx_684_a_h_40 s2 _094CB603-62CF-40E5-8656-966FCAB9482A _C1BD3571-001F-4B7C-8898-C2F8BD1DF64B
PowerElectronicsConnection BatteryUnit trip_load_684_a_5 trip_load_684_a_5_Battery tlx_684_a_h_5 SoC _0A4A1E4F-2B69-42C4-B815-DD37C756B636 _FBD22ED2-DF12-47B8-8158-5E3449DD7C21
PowerElectronicsConnection BatteryUnit trip_load_684_a_5 trip_load_684_a_5_Battery tlx_684_a_h_5 s1 _0A4A1E4F-2B69-42C4-B815-DD37C756B636 _FBD22ED2-DF12-47B8-8158-5E3449DD7C21
PowerElectronicsConnection BatteryUnit trip_load_684_a_5 trip_load_684_a_5_Battery tlx_684_a_h_5 s2 _0A4A1E4F-2B69-42C4-B815-DD37C756B636 _FBD22ED2-DF12-47B8-8158-5E3449DD7C21
PowerElectronicsConnection BatteryUnit trip_load_684_a_6 trip_load_684_a_6_Battery tlx_684_a_h_6 SoC _90D35597-EAB9-4326-BCC8-389EA8B56BFA _B122A77B-1E3C-4B56-B2B4-5E1307E1453B
PowerElectronicsConnection BatteryUnit trip_load_684_a_6 trip_load_684_a_6_Battery tlx_684_a_h_6 s1 _90D35597-EAB9-4326-BCC8-389EA8B56BFA _B122A77B-1E3C-4B56-B2B4-5E1307E1453B
PowerElectronicsConnection BatteryUnit trip_load_684_a_6 trip_load_684_a_6_Battery tlx_684_a_h_6 s2 _90D35597-EAB9-4326-BCC8-389EA8B56BFA _B122A77B-1E3C-4B56-B2B4-5E1307E1453B
PowerElectronicsConnection BatteryUnit trip_load_684_a_7 trip_load_684_a_7_Battery tlx_684_a_h_7 SoC _D73F2E83-82D5-4E19-925F-50DE88451E07 _8AA9DD43-F7DF-4F1E-9CA3-708BA6FC7A60
PowerElectronicsConnection BatteryUnit trip_load_684_a_7 trip_load_684_a_7_Battery tlx_684_a_h_7 s1 _D73F2E83-82D5-4E19-925F-50DE88451E07 _8AA9DD43-F7DF-4F1E-9CA3-708BA6FC7A60
PowerElectronicsConnection BatteryUnit trip_load_684_a_7 trip_load_684_a_7_Battery tlx_684_a_h_7 s2 _D73F2E83-82D5-4E19-925F-50DE88451E07 _8AA9DD43-F7DF-4F1E-9CA3-708BA6FC7A60
PowerElectronicsConnection BatteryUnit trip_load_684_a_8 trip_load_684_a_8_Battery tlx_684_a_h_8 SoC _6FB3686E-4FDC-45A9-A156-18EC8316490A _930C57E5-3E44-4C83-9CFF-6534617CEA60
PowerElectronicsConnection BatteryUnit trip_load_684_a_8 trip_load_684_a_8_Battery tlx_684_a_h_8 s1 _6FB3686E-4FDC-45A9-A156-18EC8316490A _930C57E5-3E44-4C83-9CFF-6534617CEA60
PowerElectronicsConnection BatteryUnit trip_load_684_a_8 trip_load_684_a_8_Battery tlx_684_a_h_8 s2 _6FB3686E-4FDC-45A9-A156-18EC8316490A _930C57E5-3E44-4C83-9CFF-6534617CEA60
PowerElectronicsConnection BatteryUnit trip_load_684_a_9 trip_load_684_a_9_Battery tlx_684_a_h_9 SoC _04E86ED2-EABA-4C26-A73D-59B70FA08809 _4E28AF2F-509C-4171-BD24-766A0BD5D44B
PowerElectronicsConnection BatteryUnit trip_load_684_a_9 trip_load_684_a_9_Battery tlx_684_a_h_9 s1 _04E86ED2-EABA-4C26-A73D-59B70FA08809 _4E28AF2F-509C-4171-BD24-766A0BD5D44B
PowerElectronicsConnection BatteryUnit trip_load_684_a_9 trip_load_684_a_9_Battery tlx_684_a_h_9 s2 _04E86ED2-EABA-4C26-A73D-59B70FA08809 _4E28AF2F-509C-4171-BD24-766A0BD5D44B
PowerElectronicsConnection BatteryUnit trip_load_684_c_1 trip_load_684_c_1_Battery tlx_684_c_h_1 SoC _16D7D7EA-8288-4F64-94F7-5FF810C8D895 _8F8109E0-75AE-4712-857A-5302C0134BD5
PowerElectronicsConnection BatteryUnit trip_load_684_c_1 trip_load_684_c_1_Battery tlx_684_c_h_1 s1 _16D7D7EA-8288-4F64-94F7-5FF810C8D895 _8F8109E0-75AE-4712-857A-5302C0134BD5
PowerElectronicsConnection BatteryUnit trip_load_684_c_1 trip_load_684_c_1_Battery tlx_684_c_h_1 s2 _16D7D7EA-8288-4F64-94F7-5FF810C8D895 _8F8109E0-75AE-4712-857A-5302C0134BD5
PowerElectronicsConnection BatteryUnit trip_load_684_c_10 trip_load_684_c_10_Battery tlx_684_c_h_10 SoC _4468FF21-591F-4A65-B190-7700DE337F4F _32D84191-1BFE-473A-A326-881311B8DEEA
PowerElectronicsConnection BatteryUnit trip_load_684_c_10 trip_load_684_c_10_Battery tlx_684_c_h_10 s1 _4468FF21-591F-4A65-B190-7700DE337F4F _32D84191-1BFE-473A-A326-881311B8DEEA
PowerElectronicsConnection BatteryUnit trip_load_684_c_10 trip_load_684_c_10_Battery tlx_684_c_h_10 s2 _4468FF21-591F-4A65-B190-7700DE337F4F _32D84191-1BFE-473A-A326-881311B8DEEA
PowerElectronicsConnection BatteryUnit trip_load_684_c_11 trip_load_684_c_11_Battery tlx_684_c_h_11 SoC _39D31649-5E39-4BA1-9117-D43238439301 _CEC98D4B-E770-44D4-84C9-7BA3BB61FA2A
PowerElectronicsConnection BatteryUnit trip_load_684_c_11 trip_load_684_c_11_Battery tlx_684_c_h_11 s1 _39D31649-5E39-4BA1-9117-D43238439301 _CEC98D4B-E770-44D4-84C9-7BA3BB61FA2A
PowerElectronicsConnection BatteryUnit trip_load_684_c_11 trip_load_684_c_11_Battery tlx_684_c_h_11 s2 _39D31649-5E39-4BA1-9117-D43238439301 _CEC98D4B-E770-44D4-84C9-7BA3BB61FA2A
PowerElectronicsConnection BatteryUnit trip_load_684_c_12 trip_load_684_c_12_Battery tlx_684_c_h_12 SoC _674522FE-8FB8-4EF7-83B3-6E1BF62678BA _78823B58-4062-4651-9DAE-9F68ECFA3B13
PowerElectronicsConnection BatteryUnit trip_load_684_c_12 trip_load_684_c_12_Battery tlx_684_c_h_12 s1 _674522FE-8FB8-4EF7-83B3-6E1BF62678BA _78823B58-4062-4651-9DAE-9F68ECFA3B13
PowerElectronicsConnection BatteryUnit trip_load_684_c_12 trip_load_684_c_12_Battery tlx_684_c_h_12 s2 _674522FE-8FB8-4EF7-83B3-6E1BF62678BA _78823B58-4062-4651-9DAE-9F68ECFA3B13
PowerElectronicsConnection BatteryUnit trip_load_684_c_13 trip_load_684_c_13_Battery tlx_684_c_h_13 SoC _CD12EEBC-0133-4751-B7D7-74BA16776566 _531A6123-F77C-48AD-8F2C-1B9A99898CCC
PowerElectronicsConnection BatteryUnit trip_load_684_c_13 trip_load_684_c_13_Battery tlx_684_c_h_13 s1 _CD12EEBC-0133-4751-B7D7-74BA16776566 _531A6123-F77C-48AD-8F2C-1B9A99898CCC
PowerElectronicsConnection BatteryUnit trip_load_684_c_13 trip_load_684_c_13_Battery tlx_684_c_h_13 s2 _CD12EEBC-0133-4751-B7D7-74BA16776566 _531A6123-F77C-48AD-8F2C-1B9A99898CCC
PowerElectronicsConnection BatteryUnit trip_load_684_c_14 trip_load_684_c_14_Battery tlx_684_c_h_14 SoC _7976CB5E-5AE8-495F-AA3E-A4DE3292FFF1 _15101334-7C20-4AF5-AFAC-FB2253F2E471
