Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_680_B_H_6, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30196E-8,   178.45, 1.81899E-12,   -90.00, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_7, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30196E-8,   178.45, 1.81899E-12,   -90.00, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_8, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30196E-8,   178.45, 1.81899E-12,   -90.00, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_B_XFMR_680_B_2, 0.00567002,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567002,   178.45, 0.00569141,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569141,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_9, 1.45988E-6,    -1.55, 1.47291E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.46, 6.82121E-12,  -143.13, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00, 1.87497E-12,  -165.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_10, 1.45987E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.45, 2.57244E-12,   -45.00, 7.49989E-12,   165.96,          0,     0.00,          0,     0.00, 5.45697E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_11, 1.45987E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.45, 2.57244E-12,   -45.00, 7.49989E-12,   165.96,          0,     0.00,          0,     0.00, 5.45697E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_12, 1.45987E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.45, 2.57244E-12,   -45.00, 7.49989E-12,   165.96,          0,     0.00,          0,     0.00, 5.45697E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_13, 1.45987E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.45, 2.57244E-12,   -45.00, 7.49989E-12,   165.96,          0,     0.00,          0,     0.00, 5.45697E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_14, 1.45987E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.45, 2.57244E-12,   -45.00, 7.49989E-12,   165.96,          0,     0.00,          0,     0.00, 5.45697E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_15, 1.45987E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.45, 2.57244E-12,   -45.00, 7.49989E-12,   165.96,          0,     0.00,          0,     0.00, 5.45697E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_16, 1.45987E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30287E-8,   178.45, 2.57244E-12,   -45.00, 7.49989E-12,   165.96,          0,     0.00,          0,     0.00, 5.45697E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_B_XFMR_680_B_3, 0.00567002,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567002,   178.45, 0.00569141,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569141,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_17, 1.45988E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30177E-8,   178.46, 4.89778E-12,  -111.80, 4.06738E-12,   153.43,          0,     0.00,          0,     0.00, 6.10108E-12,  -153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_18, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_19, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_20, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_21, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_22, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_23, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_24, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_B_XFMR_680_B_4, 0.00567002,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567002,   178.45, 0.00569141,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569141,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_25, 1.45988E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30177E-8,   178.46, 4.89778E-12,  -111.80, 4.06738E-12,   153.43,          0,     0.00,          0,     0.00, 6.10108E-12,  -153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_26, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_27, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_28, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_29, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_30, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_31, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_32, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_B_XFMR_680_B_5, 0.00567002,   178.45,          0,     0.00,          0,     0.00,          0,     0.00, 0.00567002,   178.45, 0.00569141,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00, 0.00569141,    -1.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_33, 1.45988E-6,    -1.55,  1.4729E-6,   178.45,          0,     0.00,          0,     0.00, 1.30177E-8,   178.46, 4.89778E-12,  -111.80, 4.06738E-12,   153.43,          0,     0.00,          0,     0.00, 6.10108E-12,  -153.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_34, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_35, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_36, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_37, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_38, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_39, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_B_H_40, 1.45987E-6,    -1.55, 1.47289E-6,   178.45,          0,     0.00,          0,     0.00, 1.30233E-8,   178.45, 7.62295E-12,   -17.35, 1.46652E-11,  -172.87,          0,     0.00,          0,     0.00, 8.34805E-12,  -150.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_C_XFMR_680_C_1, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_1, 1.46839E-6,  -121.70, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.31001E-8,    58.29, 5.47588E-12,   -85.24, 2.27374E-12,   180.00,          0,     0.00,          0,     0.00, 5.75215E-12,  -108.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_2, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30941E-8,    58.31, 9.37486E-12,   -75.96, 4.54747E-13,   180.00,          0,     0.00,          0,     0.00, 9.27506E-12,   -78.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_3, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30941E-8,    58.31, 9.37486E-12,   -75.96, 4.54747E-13,   180.00,          0,     0.00,          0,     0.00, 9.27506E-12,   -78.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_4, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30941E-8,    58.31, 9.37486E-12,   -75.96, 4.54747E-13,   180.00,          0,     0.00,          0,     0.00, 9.27506E-12,   -78.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_5, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30941E-8,    58.31, 9.37486E-12,   -75.96, 4.54747E-13,   180.00,          0,     0.00,          0,     0.00, 9.27506E-12,   -78.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_6, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30941E-8,    58.31, 9.37486E-12,   -75.96, 4.54747E-13,   180.00,          0,     0.00,          0,     0.00, 9.27506E-12,   -78.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_7, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30941E-8,    58.31, 9.37486E-12,   -75.96, 4.54747E-13,   180.00,          0,     0.00,          0,     0.00, 9.27506E-12,   -78.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_8, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30941E-8,    58.31, 9.37486E-12,   -75.96, 4.54747E-13,   180.00,          0,     0.00,          0,     0.00, 9.27506E-12,   -78.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_C_XFMR_680_C_2, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_9, 1.46839E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30904E-8,    58.26, 9.09495E-13,   180.00, 7.62295E-12,   107.35,          0,     0.00,          0,     0.00, 7.94182E-12,   113.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_10, 1.46839E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30885E-8,    58.27, 3.63798E-12,   -90.00, 7.40275E-12,   100.62,          0,     0.00,          0,     0.00, 3.88536E-12,   110.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_11, 1.46839E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30885E-8,    58.27, 3.63798E-12,   -90.00, 7.40275E-12,   100.62,          0,     0.00,          0,     0.00, 3.88536E-12,   110.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_12, 1.46839E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30885E-8,    58.27, 3.63798E-12,   -90.00, 7.40275E-12,   100.62,          0,     0.00,          0,     0.00, 3.88536E-12,   110.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_13, 1.46839E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30885E-8,    58.27, 3.63798E-12,   -90.00, 7.40275E-12,   100.62,          0,     0.00,          0,     0.00, 3.88536E-12,   110.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_14, 1.46839E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30885E-8,    58.27, 3.63798E-12,   -90.00, 7.40275E-12,   100.62,          0,     0.00,          0,     0.00, 3.88536E-12,   110.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_15, 1.46839E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30885E-8,    58.27, 3.63798E-12,   -90.00, 7.40275E-12,   100.62,          0,     0.00,          0,     0.00, 3.88536E-12,   110.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_16, 1.46839E-6,  -121.70, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30885E-8,    58.27, 3.63798E-12,   -90.00, 7.40275E-12,   100.62,          0,     0.00,          0,     0.00, 3.88536E-12,   110.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_C_XFMR_680_C_3, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_17, 1.46839E-6,  -121.70, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30923E-8,    58.27, 4.47874E-12,   156.04, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.27923E-12,   146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_18, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_19, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_20, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_21, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_22, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_23, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_24, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_C_XFMR_680_C_4, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_25, 1.46839E-6,  -121.70, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00, 1.30923E-8,    58.27, 4.47874E-12,   156.04, 1.36424E-12,     0.00,          0,     0.00,          0,     0.00, 3.27923E-12,   146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_26, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_27, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_28, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_29, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_30, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_31, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_680_C_H_32, 1.46839E-6,  -121.71, 1.48149E-6,    58.30,          0,     0.00,          0,     0.00,  1.3099E-8,    58.32, 3.66629E-12,   -29.74, 9.09495E-13,   180.00,          0,     0.00,          0,     0.00, 2.9118E-12,   -38.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_680_C_XFMR_680_C_5, 0.00570307,    58.30,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570307,    58.30, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00, 0.00572458,  -121.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.T633-634, 0.000279547,   -61.54, 0.000279082,   178.92, 0.000280009,    58.82, 6.22399E-7,    46.84,  6.2215E-7,  -133.17, 9.31323E-10,   -90.00, 1.04125E-9,   153.43, 9.31323E-10,     0.00, 3.11058E-6,  -133.17, 3.11092E-6,  -133.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.XFMR_652_A_1, 0.00570925,   -62.33, 0.00428165,   117.67,          0,     0.00,          0,     0.00, 0.00142761,   -62.33, 0.0000117174,   -62.33,  0.0285404,   -62.33,          0,     0.00,          0,     0.00,  0.0285522,   -62.33,  0.0570925,   117.67, 0.0000118243,   117.66,          0,     0.00,          0,     0.00,  0.0571043,   117.67
